,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
139,0,0,0,0,0,0,0,0,1,1,3,5,4,2,2,2
140,0,0,0,0,0,0,0,0,1,1,3,5,5,4,0,0
141,0,0,0,0,0,0,0,0,1,1,3,5,5,4,2,2
142,0,0,0,0,0,0,0,0,1,1,3,5,5,5,4,0
143,0,0,0,0,0,0,0,0,1,1,3,5,5,5,4,2
144,0,0,0,0,0,0,0,0,1,1,3,5,5,5,5,4
145,0,0,0,0,0,0,0,0,1,1,3,5,5,5,5,5
146,0,0,0,0,0,0,0,0,0,1,1,3,5,4,0,0
147,0,0,0,0,0,0,0,0,0,1,1,3,5,4,2,2
148,0,0,0,0,0,0,0,0,0,1,1,3,5,5,4,0
149,0,0,0,0,0,0,0,0,0,1,1,3,5,5,4,2
150,0,0,0,0,0,0,0,0,0,1,1,3,5,5,5,4
151,0,0,0,0,0,0,0,0,0,1,1,3,5,5,5,5
152,0,0,0,0,0,0,0,0,0,0,1,1,3,5,4,0
153,0,0,0,0,0,0,0,0,0,0,1,1,3,5,4,2
154,0,0,0,0,0,0,0,0,0,0,1,1,3,5,5,4
155,0,0,0,0,0,0,0,0,0,0,1,1,3,5,5,5
156,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,4
157,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,5
158,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5
159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1,1,3,5,4,0,0,0,0,0,0,0,0,0,0,0
164,1,1,3,5,4,2,2,2,2,2,2,3,5,4,0,0
165,1,1,3,5,4,2,2,2,2,2,2,3,5,4,2,2
166,1,1,3,5,4,2,2,2,2,2,2,3,5,5,4,0
167,1,1,3,5,4,2,2,2,2,2,2,3,5,5,4,2
168,1,1,3,5,4,2,2,2,2,2,2,3,5,5,5,4
169,1,1,3,5,4,2,2,2,2,2,2,3,5,5,5,5
170,1,1,3,5,4,2,2,2,2,2,2,2,3,5,4,0
171,1,1,3,5,4,2,2,2,2,2,2,2,3,5,4,2
172,1,1,3,5,4,2,2,2,2,2,2,2,3,5,5,4
173,1,1,3,5,4,2,2,2,2,2,2,2,3,5,5,5
174,1,1,3,5,4,2,2,2,2,2,2,2,2,3,5,4
175,1,1,3,5,4,2,2,2,2,2,2,2,2,3,5,5
176,1,1,3,5,4,2,2,2,2,2,2,2,2,2,3,5
177,1,1,3,5,4,2,2,2,2,2,2,2,2,2,2,3
178,1,1,3,5,4,2,2,2,2,2,2,2,2,2,2,2
179,1,1,3,5,5,4,0,0,0,0,0,0,0,0,0,0
180,1,1,3,5,5,4,2,2,2,2,2,2,3,5,4,0
181,1,1,3,5,5,4,2,2,2,2,2,2,3,5,4,2
182,1,1,3,5,5,4,2,2,2,2,2,2,3,5,5,4
183,1,1,3,5,5,4,2,2,2,2,2,2,3,5,5,5
184,1,1,3,5,5,4,2,2,2,2,2,2,2,3,5,4
185,1,1,3,5,5,4,2,2,2,2,2,2,2,3,5,5
186,1,1,3,5,5,4,2,2,2,2,2,2,2,2,3,5
187,1,1,3,5,5,4,2,2,2,2,2,2,2,2,2,3
188,1,1,3,5,5,4,2,2,2,2,2,2,2,2,2,2
189,1,1,3,5,5,5,4,0,0,0,0,0,0,0,0,0
190,1,1,3,5,5,5,4,2,2,2,2,2,2,3,5,4
191,1,1,3,5,5,5,4,2,2,2,2,2,2,3,5,5
192,1,1,3,5,5,5,4,2,2,2,2,2,2,2,3,5
193,1,1,3,5,5,5,4,2,2,2,2,2,2,2,2,3
194,1,1,3,5,5,5,4,2,2,2,2,2,2,2,2,2
195,1,1,3,5,5,5,5,4,0,0,0,0,0,0,0,0
196,1,1,3,5,5,5,5,4,2,2,2,2,2,2,3,5
197,1,1,3,5,5,5,5,4,2,2,2,2,2,2,2,3
198,1,1,3,5,5,5,5,4,2,2,2,2,2,2,2,2
199,1,1,3,5,5,5,5,5,4,0,0,0,0,0,0,0
200,1,1,3,5,5,5,5,5,4,2,2,2,2,2,2,3
201,1,1,3,5,5,5,5,5,4,2,2,2,2,2,2,2
202,1,1,3,5,5,5,5,5,5,4,0,0,0,0,0,0
203,1,1,3,5,5,5,5,5,5,4,2,2,2,2,2,2
204,1,1,3,5,5,5,5,5,5,5,4,0,0,0,0,0
205,1,1,3,5,5,5,5,5,5,5,4,2,2,2,2,2
206,1,1,3,5,5,5,5,5,5,5,5,4,0,0,0,0
207,1,1,3,5,5,5,5,5,5,5,5,4,2,2,2,2
208,1,1,3,5,5,5,5,5,5,5,5,5,4,0,0,0
209,1,1,3,5,5,5,5,5,5,5,5,5,4,2,2,2
210,1,1,3,5,5,5,5,5,5,5,5,5,5,4,0,0
211,1,1,3,5,5,5,5,5,5,5,5,5,5,4,2,2
212,1,1,3,5,5,5,5,5,5,5,5,5,5,5,4,0
213,1,1,3,5,5,5,5,5,5,5,5,5,5,5,4,2
214,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,4
215,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5
216,2,2,3,5,4,0,0,0,0,0,0,0,0,0,0,0
217,2,2,3,5,4,2,2,2,2,2,2,3,5,4,0,0
218,2,2,3,5,4,2,2,2,2,2,2,3,5,4,2,2
219,2,2,3,5,4,2,2,2,2,2,2,3,5,5,4,0
220,2,2,3,5,4,2,2,2,2,2,2,3,5,5,4,2
221,2,2,3,5,4,2,2,2,2,2,2,3,5,5,5,4
222,2,2,3,5,4,2,2,2,2,2,2,3,5,5,5,5
223,2,2,3,5,4,2,2,2,2,2,2,2,3,5,4,0
224,2,2,3,5,4,2,2,2,2,2,2,2,3,5,4,2
225,2,2,3,5,4,2,2,2,2,2,2,2,3,5,5,4
226,2,2,3,5,4,2,2,2,2,2,2,2,3,5,5,5
227,2,2,3,5,4,2,2,2,2,2,2,2,2,3,5,4
228,2,2,3,5,4,2,2,2,2,2,2,2,2,3,5,5
229,2,2,3,5,4,2,2,2,2,2,2,2,2,2,3,5
230,2,2,3,5,4,2,2,2,2,2,2,2,2,2,2,3
231,2,2,3,5,4,2,2,2,2,2,2,2,2,2,2,2
232,2,2,3,5,5,4,0,0,0,0,0,0,0,0,0,0
233,2,2,3,5,5,4,2,2,2,2,2,2,3,5,4,0
234,2,2,3,5,5,4,2,2,2,2,2,2,3,5,4,2
235,2,2,3,5,5,4,2,2,2,2,2,2,3,5,5,4
236,2,2,3,5,5,4,2,2,2,2,2,2,3,5,5,5
237,2,2,3,5,5,4,2,2,2,2,2,2,2,3,5,4
238,2,2,3,5,5,4,2,2,2,2,2,2,2,3,5,5
239,2,2,3,5,5,4,2,2,2,2,2,2,2,2,3,5
240,2,2,3,5,5,4,2,2,2,2,2,2,2,2,2,3
241,2,2,3,5,5,4,2,2,2,2,2,2,2,2,2,2
242,2,2,3,5,5,5,4,0,0,0,0,0,0,0,0,0
243,2,2,3,5,5,5,4,2,2,2,2,2,2,3,5,4
244,2,2,3,5,5,5,4,2,2,2,2,2,2,3,5,5
245,2,2,3,5,5,5,4,2,2,2,2,2,2,2,3,5
246,2,2,3,5,5,5,4,2,2,2,2,2,2,2,2,3
247,2,2,3,5,5,5,4,2,2,2,2,2,2,2,2,2
248,2,2,3,5,5,5,5,4,0,0,0,0,0,0,0,0
249,2,2,3,5,5,5,5,4,2,2,2,2,2,2,3,5
250,2,2,3,5,5,5,5,4,2,2,2,2,2,2,2,3
251,2,2,3,5,5,5,5,4,2,2,2,2,2,2,2,2
252,2,2,3,5,5,5,5,5,4,0,0,0,0,0,0,0
253,2,2,3,5,5,5,5,5,4,2,2,2,2,2,2,3
254,2,2,3,5,5,5,5,5,4,2,2,2,2,2,2,2
255,2,2,3,5,5,5,5,5,5,4,0,0,0,0,0,0
256,2,2,3,5,5,5,5,5,5,4,2,2,2,2,2,2
257,2,2,3,5,5,5,5,5,5,5,4,0,0,0,0,0
258,2,2,3,5,5,5,5,5,5,5,4,2,2,2,2,2
259,2,2,3,5,5,5,5,5,5,5,5,4,0,0,0,0
260,2,2,3,5,5,5,5,5,5,5,5,4,2,2,2,2
261,2,2,3,5,5,5,5,5,5,5,5,5,4,0,0,0
262,2,2,3,5,5,5,5,5,5,5,5,5,4,2,2,2
263,2,2,3,5,5,5,5,5,5,5,5,5,5,4,0,0
264,2,2,3,5,5,5,5,5,5,5,5,5,5,4,2,2
265,2,2,3,5,5,5,5,5,5,5,5,5,5,5,4,0
266,2,2,3,5,5,5,5,5,5,5,5,5,5,5,4,2
267,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,4
268,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5
269,2,2,2,3,5,4,0,0,0,0,0,0,0,0,0,0
270,2,2,2,3,5,4,2,2,2,2,2,2,3,5,4,0
271,2,2,2,3,5,4,2,2,2,2,2,2,3,5,4,2
272,2,2,2,3,5,4,2,2,2,2,2,2,3,5,5,4
273,2,2,2,3,5,4,2,2,2,2,2,2,3,5,5,5
274,2,2,2,3,5,4,2,2,2,2,2,2,2,3,5,4
275,2,2,2,3,5,4,2,2,2,2,2,2,2,3,5,5
276,2,2,2,3,5,4,2,2,2,2,2,2,2,2,3,5
277,2,2,2,3,5,4,2,2,2,2,2,2,2,2,2,3
278,2,2,2,3,5,4,2,2,2,2,2,2,2,2,2,2
279,2,2,2,3,5,5,4,0,0,0,0,0,0,0,0,0
280,2,2,2,3,5,5,4,2,2,2,2,2,2,3,5,4
281,2,2,2,3,5,5,4,2,2,2,2,2,2,3,5,5
282,2,2,2,3,5,5,4,2,2,2,2,2,2,2,3,5
283,2,2,2,3,5,5,4,2,2,2,2,2,2,2,2,3
284,2,2,2,3,5,5,4,2,2,2,2,2,2,2,2,2
285,2,2,2,3,5,5,5,4,0,0,0,0,0,0,0,0
286,2,2,2,3,5,5,5,4,2,2,2,2,2,2,3,5
287,2,2,2,3,5,5,5,4,2,2,2,2,2,2,2,3
288,2,2,2,3,5,5,5,4,2,2,2,2,2,2,2,2
289,2,2,2,3,5,5,5,5,4,0,0,0,0,0,0,0
290,2,2,2,3,5,5,5,5,4,2,2,2,2,2,2,3
291,2,2,2,3,5,5,5,5,4,2,2,2,2,2,2,2
292,2,2,2,3,5,5,5,5,5,4,0,0,0,0,0,0
293,2,2,2,3,5,5,5,5,5,4,2,2,2,2,2,2
294,2,2,2,3,5,5,5,5,5,5,4,0,0,0,0,0
295,2,2,2,3,5,5,5,5,5,5,4,2,2,2,2,2
296,2,2,2,3,5,5,5,5,5,5,5,4,0,0,0,0
297,2,2,2,3,5,5,5,5,5,5,5,4,2,2,2,2
298,2,2,2,3,5,5,5,5,5,5,5,5,4,0,0,0
299,2,2,2,3,5,5,5,5,5,5,5,5,4,2,2,2
300,2,2,2,3,5,5,5,5,5,5,5,5,5,4,0,0
301,2,2,2,3,5,5,5,5,5,5,5,5,5,4,2,2
302,2,2,2,3,5,5,5,5,5,5,5,5,5,5,4,0
303,2,2,2,3,5,5,5,5,5,5,5,5,5,5,4,2
304,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5,4
305,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5
306,2,2,2,2,3,5,4,0,0,0,0,0,0,0,0,0
307,2,2,2,2,3,5,4,2,2,2,2,2,2,3,5,4
308,2,2,2,2,3,5,4,2,2,2,2,2,2,3,5,5
309,2,2,2,2,3,5,4,2,2,2,2,2,2,2,3,5
310,2,2,2,2,3,5,4,2,2,2,2,2,2,2,2,3
311,2,2,2,2,3,5,4,2,2,2,2,2,2,2,2,2
312,2,2,2,2,3,5,5,4,0,0,0,0,0,0,0,0
313,2,2,2,2,3,5,5,4,2,2,2,2,2,2,3,5
314,2,2,2,2,3,5,5,4,2,2,2,2,2,2,2,3
315,2,2,2,2,3,5,5,4,2,2,2,2,2,2,2,2
316,2,2,2,2,3,5,5,5,4,0,0,0,0,0,0,0
317,2,2,2,2,3,5,5,5,4,2,2,2,2,2,2,3
318,2,2,2,2,3,5,5,5,4,2,2,2,2,2,2,2
319,2,2,2,2,3,5,5,5,5,4,0,0,0,0,0,0
320,2,2,2,2,3,5,5,5,5,4,2,2,2,2,2,2
321,2,2,2,2,3,5,5,5,5,5,4,0,0,0,0,0
322,2,2,2,2,3,5,5,5,5,5,4,2,2,2,2,2
323,2,2,2,2,3,5,5,5,5,5,5,4,0,0,0,0
324,2,2,2,2,3,5,5,5,5,5,5,4,2,2,2,2
325,2,2,2,2,3,5,5,5,5,5,5,5,4,0,0,0
326,2,2,2,2,3,5,5,5,5,5,5,5,4,2,2,2
327,2,2,2,2,3,5,5,5,5,5,5,5,5,4,0,0
328,2,2,2,2,3,5,5,5,5,5,5,5,5,4,2,2
329,2,2,2,2,3,5,5,5,5,5,5,5,5,5,4,0
330,2,2,2,2,3,5,5,5,5,5,5,5,5,5,4,2
331,2,2,2,2,3,5,5,5,5,5,5,5,5,5,5,4
332,2,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5
333,2,2,2,2,2,3,5,4,0,0,0,0,0,0,0,0
334,2,2,2,2,2,3,5,4,2,2,2,2,2,2,3,5
335,2,2,2,2,2,3,5,4,2,2,2,2,2,2,2,3
336,2,2,2,2,2,3,5,4,2,2,2,2,2,2,2,2
337,2,2,2,2,2,3,5,5,4,0,0,0,0,0,0,0
338,2,2,2,2,2,3,5,5,4,2,2,2,2,2,2,3
339,2,2,2,2,2,3,5,5,4,2,2,2,2,2,2,2
340,2,2,2,2,2,3,5,5,5,4,0,0,0,0,0,0
341,2,2,2,2,2,3,5,5,5,4,2,2,2,2,2,2
342,2,2,2,2,2,3,5,5,5,5,4,0,0,0,0,0
343,2,2,2,2,2,3,5,5,5,5,4,2,2,2,2,2
344,2,2,2,2,2,3,5,5,5,5,5,4,0,0,0,0
345,2,2,2,2,2,3,5,5,5,5,5,4,2,2,2,2
346,2,2,2,2,2,3,5,5,5,5,5,5,4,0,0,0
347,2,2,2,2,2,3,5,5,5,5,5,5,4,2,2,2
348,2,2,2,2,2,3,5,5,5,5,5,5,5,4,0,0
349,2,2,2,2,2,3,5,5,5,5,5,5,5,4,2,2
350,2,2,2,2,2,3,5,5,5,5,5,5,5,5,4,0
351,2,2,2,2,2,3,5,5,5,5,5,5,5,5,4,2
352,2,2,2,2,2,3,5,5,5,5,5,5,5,5,5,4
353,2,2,2,2,2,3,5,5,5,5,5,5,5,5,5,5
354,2,2,2,2,2,2,3,5,4,0,0,0,0,0,0,0
355,2,2,2,2,2,2,3,5,4,2,2,2,2,2,2,3
356,2,2,2,2,2,2,3,5,4,2,2,2,2,2,2,2
357,2,2,2,2,2,2,3,5,5,4,0,0,0,0,0,0
358,2,2,2,2,2,2,3,5,5,4,2,2,2,2,2,2
359,2,2,2,2,2,2,3,5,5,5,4,0,0,0,0,0
360,2,2,2,2,2,2,3,5,5,5,4,2,2,2,2,2
361,2,2,2,2,2,2,3,5,5,5,5,4,0,0,0,0
362,2,2,2,2,2,2,3,5,5,5,5,4,2,2,2,2
363,2,2,2,2,2,2,3,5,5,5,5,5,4,0,0,0
364,2,2,2,2,2,2,3,5,5,5,5,5,4,2,2,2
365,2,2,2,2,2,2,3,5,5,5,5,5,5,4,0,0
366,2,2,2,2,2,2,3,5,5,5,5,5,5,4,2,2
367,2,2,2,2,2,2,3,5,5,5,5,5,5,5,4,0
368,2,2,2,2,2,2,3,5,5,5,5,5,5,5,4,2
369,2,2,2,2,2,2,3,5,5,5,5,5,5,5,5,4
370,2,2,2,2,2,2,3,5,5,5,5,5,5,5,5,5
371,2,2,2,2,2,2,2,3,5,4,0,0,0,0,0,0
372,2,2,2,2,2,2,2,3,5,4,2,2,2,2,2,2
373,2,2,2,2,2,2,2,3,5,5,4,0,0,0,0,0
374,2,2,2,2,2,2,2,3,5,5,4,2,2,2,2,2
375,2,2,2,2,2,2,2,3,5,5,5,4,0,0,0,0
376,2,2,2,2,2,2,2,3,5,5,5,4,2,2,2,2
377,2,2,2,2,2,2,2,3,5,5,5,5,4,0,0,0
378,2,2,2,2,2,2,2,3,5,5,5,5,4,2,2,2
379,2,2,2,2,2,2,2,3,5,5,5,5,5,4,0,0
380,2,2,2,2,2,2,2,3,5,5,5,5,5,4,2,2
381,2,2,2,2,2,2,2,3,5,5,5,5,5,5,4,0
382,2,2,2,2,2,2,2,3,5,5,5,5,5,5,4,2
383,2,2,2,2,2,2,2,3,5,5,5,5,5,5,5,4
384,2,2,2,2,2,2,2,3,5,5,5,5,5,5,5,5
385,2,2,2,2,2,2,2,2,3,5,4,0,0,0,0,0
386,2,2,2,2,2,2,2,2,3,5,4,2,2,2,2,2
387,2,2,2,2,2,2,2,2,3,5,5,4,0,0,0,0
388,2,2,2,2,2,2,2,2,3,5,5,4,2,2,2,2
389,2,2,2,2,2,2,2,2,3,5,5,5,4,0,0,0
390,2,2,2,2,2,2,2,2,3,5,5,5,4,2,2,2
391,2,2,2,2,2,2,2,2,3,5,5,5,5,4,0,0
392,2,2,2,2,2,2,2,2,3,5,5,5,5,4,2,2
393,2,2,2,2,2,2,2,2,3,5,5,5,5,5,4,0
394,2,2,2,2,2,2,2,2,3,5,5,5,5,5,4,2
395,2,2,2,2,2,2,2,2,3,5,5,5,5,5,5,4
396,2,2,2,2,2,2,2,2,3,5,5,5,5,5,5,5
397,2,2,2,2,2,2,2,2,2,3,5,4,0,0,0,0
398,2,2,2,2,2,2,2,2,2,3,5,4,2,2,2,2
399,2,2,2,2,2,2,2,2,2,3,5,5,4,0,0,0
400,2,2,2,2,2,2,2,2,2,3,5,5,4,2,2,2
401,2,2,2,2,2,2,2,2,2,3,5,5,5,4,0,0
402,2,2,2,2,2,2,2,2,2,3,5,5,5,4,2,2
403,2,2,2,2,2,2,2,2,2,3,5,5,5,5,4,0
404,2,2,2,2,2,2,2,2,2,3,5,5,5,5,4,2
405,2,2,2,2,2,2,2,2,2,3,5,5,5,5,5,4
406,2,2,2,2,2,2,2,2,2,3,5,5,5,5,5,5
407,2,2,2,2,2,2,2,2,2,2,3,5,4,0,0,0
