,0,1,2
0,2,2,2
1,3,5,5
2,4,2,2
3,5,4,2
4,3,5,4
5,2,0,0
6,2,2,0
7,0,0,0
8,2,2,3
9,4,0,0
10,2,3,5
11,4,2,0
12,3,3,5
13,4,2,3
14,5,4,0
15,2,0,1
16,0,0,1
17,4,0,1
18,0,1,1
19,1,1,1
20,3,3,3
