0,1,2,3,4,5,6,7,8,9
OFF,OFF,OFF,GENERATING_VACUUM,GENERATING_VACUUM,GENERATING_VACUUM,IDLE,IDLE,IDLE,STARTING_UP
IDLE,IDLE,IDLE,OFF,GENERATING_VACUUM,GENERATING_VACUUM,GENERATING_VACUUM,IDLE,OFF,OFF
IDLE,IDLE,STARTING_UP,ACTIVE,SHUTTING_DOWN,IDLE,OFF,OFF,GENERATING_VACUUM,GENERATING_VACUUM
OFF,GENERATING_VACUUM,GENERATING_VACUUM,GENERATING_VACUUM,IDLE,IDLE,IDLE,IDLE,IDLE,STARTING_UP
OFF,GENERATING_VACUUM,GENERATING_VACUUM,GENERATING_VACUUM,IDLE,IDLE,IDLE,IDLE,OFF,GENERATING_VACUUM
IDLE,IDLE,STARTING_UP,ACTIVE,ACTIVE,SHUTTING_DOWN,IDLE,IDLE,IDLE,STARTING_UP
IDLE,IDLE,STARTING_UP,ACTIVE,ACTIVE,ACTIVE,SHUTTING_DOWN,OFF,OFF,OFF
IDLE,IDLE,OFF,OFF,OFF,OFF,GENERATING_VACUUM,GENERATING_VACUUM,GENERATING_VACUUM,IDLE
IDLE,STARTING_UP,ACTIVE,ACTIVE,ACTIVE,ACTIVE,SHUTTING_DOWN,OFF,GENERATING_VACUUM,GENERATING_VACUUM
IDLE,STARTING_UP,ACTIVE,ACTIVE,ACTIVE,SHUTTING_DOWN,IDLE,OFF,GENERATING_VACUUM,GENERATING_VACUUM
OFF,GENERATING_VACUUM,GENERATING_VACUUM,GENERATING_VACUUM,IDLE,IDLE,IDLE,OFF,OFF,GENERATING_VACUUM
IDLE,STARTING_UP,ACTIVE,ACTIVE,SHUTTING_DOWN,IDLE,IDLE,IDLE,IDLE,OFF
IDLE,STARTING_UP,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,SHUTTING_DOWN,OFF,OFF
IDLE,STARTING_UP,ACTIVE,ACTIVE,SHUTTING_DOWN,OFF,OFF,OFF,OFF,OFF
OFF,GENERATING_VACUUM,GENERATING_VACUUM,GENERATING_VACUUM,IDLE,OFF,GENERATING_VACUUM,IDLE,IDLE,STARTING_UP
OFF,GENERATING_VACUUM,GENERATING_VACUUM,GENERATING_VACUUM,IDLE,IDLE,IDLE,IDLE,STARTING_UP,ACTIVE
OFF,OFF,GENERATING_VACUUM,GENERATING_VACUUM,GENERATING_VACUUM,IDLE,OFF,OFF,OFF,GENERATING_VACUUM
IDLE,IDLE,OFF,GENERATING_VACUUM,GENERATING_VACUUM,GENERATING_VACUUM,IDLE,IDLE,OFF,GENERATING_VACUUM
