,0,1,2,3
0,0,1,2,1
1,0,1,2,0
2,0,1,2,2
3,0,1,1,2
4,0,1,1,1
5,0,2,1,2
6,0,2,1,1
7,0,2,0,0
8,0,2,2,1
9,0,2,2,0
10,0,2,2,2
11,0,0,1,2
12,0,0,1,1
13,0,0,2,1
14,0,0,2,0
15,0,0,2,2
16,0,0,0,1
17,0,0,0,2
18,0,0,0,0
19,1,2,1,2
20,1,2,1,1
21,1,2,0,0
22,1,2,2,1
23,1,2,2,0
24,1,2,2,2
25,1,1,2,1
26,1,1,2,0
27,1,1,2,2
28,1,1,1,2
29,1,1,1,1
30,2,1,2,1
31,2,1,2,0
32,2,1,2,2
33,2,1,1,2
34,2,1,1,1
35,2,0,0,1
36,2,0,0,2
37,2,0,0,0
38,2,2,1,2
39,2,2,1,1
40,2,2,0,0
41,2,2,2,1
42,2,2,2,0
43,2,2,2,2
