,0,1,2,3,4,5,6,7
0,0,1,2,3,5,4,0,0
1,0,1,2,3,5,4,2,2
2,0,1,2,3,5,4,2,0
3,0,1,2,3,5,5,4,0
4,0,1,2,3,5,5,4,2
5,0,1,2,3,5,5,5,4
6,0,1,2,3,5,5,5,5
7,0,1,2,3,2,3,5,4
8,0,1,2,3,2,3,5,5
9,0,1,2,3,2,3,2,3
10,0,1,2,3,2,3,2,0
11,0,1,2,3,2,0,0,0
12,0,1,2,0,0,0,0,0
13,0,1,3,5,4,0,0,0
14,0,1,3,5,4,2,2,3
15,0,1,3,5,4,2,2,0
16,0,1,3,5,4,2,0,0
17,0,1,3,5,4,2,2,2
18,0,1,3,5,5,4,0,0
19,0,1,3,5,5,4,2,2
20,0,1,3,5,5,4,2,0
21,0,1,3,5,5,5,4,0
22,0,1,3,5,5,5,4,2
23,0,1,3,5,5,5,5,4
24,0,1,3,5,5,5,5,5
25,0,1,3,2,3,5,4,0
26,0,1,3,2,3,5,4,2
27,0,1,3,2,3,5,5,4
28,0,1,3,2,3,5,5,5
29,0,1,3,2,3,2,3,5
30,0,1,3,2,3,2,3,2
31,0,1,3,2,3,2,0,0
32,0,1,3,2,0,0,0,0
33,0,1,2,2,3,5,4,0
34,0,1,2,2,3,5,4,2
35,0,1,2,2,3,5,5,4
36,0,1,2,2,3,5,5,5
37,0,1,2,2,3,2,3,5
38,0,1,2,2,3,2,3,2
39,0,1,2,2,3,2,0,0
40,0,1,2,2,0,0,0,0
41,0,1,2,2,2,3,5,4
42,0,1,2,2,2,3,5,5
43,0,1,2,2,2,3,2,3
44,0,1,2,2,2,3,2,0
45,0,1,2,2,2,0,0,0
46,0,1,2,2,2,2,3,5
47,0,1,2,2,2,2,3,2
48,0,1,2,2,2,2,0,0
49,0,1,2,2,2,2,2,3
50,0,1,2,2,2,2,2,0
51,0,1,2,2,2,2,2,2
52,0,0,1,2,3,5,4,0
53,0,0,1,2,3,5,4,2
54,0,0,1,2,3,5,5,4
55,0,0,1,2,3,5,5,5
56,0,0,1,2,3,2,3,5
57,0,0,1,2,3,2,3,2
58,0,0,1,2,3,2,0,0
59,0,0,1,2,0,0,0,0
60,0,0,1,3,5,4,0,0
61,0,0,1,3,5,4,2,2
62,0,0,1,3,5,4,2,0
63,0,0,1,3,5,5,4,0
64,0,0,1,3,5,5,4,2
65,0,0,1,3,5,5,5,4
66,0,0,1,3,5,5,5,5
67,0,0,1,3,2,3,5,4
68,0,0,1,3,2,3,5,5
69,0,0,1,3,2,3,2,3
70,0,0,1,3,2,3,2,0
71,0,0,1,3,2,0,0,0
72,0,0,1,2,2,3,5,4
73,0,0,1,2,2,3,5,5
74,0,0,1,2,2,3,2,3
75,0,0,1,2,2,3,2,0
76,0,0,1,2,2,0,0,0
77,0,0,1,2,2,2,3,5
78,0,0,1,2,2,2,3,2
79,0,0,1,2,2,2,0,0
80,0,0,1,2,2,2,2,3
81,0,0,1,2,2,2,2,0
82,0,0,1,2,2,2,2,2
83,0,0,0,1,2,3,5,4
84,0,0,0,1,2,3,5,5
85,0,0,0,1,2,3,2,3
86,0,0,0,1,2,3,2,0
87,0,0,0,1,2,0,0,0
88,0,0,0,1,3,5,4,0
89,0,0,0,1,3,5,4,2
90,0,0,0,1,3,5,5,4
91,0,0,0,1,3,5,5,5
92,0,0,0,1,3,2,3,5
93,0,0,0,1,3,2,3,2
94,0,0,0,1,3,2,0,0
95,0,0,0,1,2,2,3,5
96,0,0,0,1,2,2,3,2
97,0,0,0,1,2,2,0,0
98,0,0,0,1,2,2,2,3
99,0,0,0,1,2,2,2,0
100,0,0,0,1,2,2,2,2
101,0,0,0,0,1,2,3,5
102,0,0,0,0,1,2,3,2
103,0,0,0,0,1,2,0,0
104,0,0,0,0,1,3,5,4
105,0,0,0,0,1,3,5,5
106,0,0,0,0,1,3,2,3
107,0,0,0,0,1,3,2,0
108,0,0,0,0,1,2,2,3
109,0,0,0,0,1,2,2,0
110,0,0,0,0,1,2,2,2
111,0,0,0,0,0,1,2,3
112,0,0,0,0,0,1,2,0
113,0,0,0,0,0,1,3,5
114,0,0,0,0,0,1,3,2
115,0,0,0,0,0,1,2,2
116,0,0,0,0,0,0,1,2
117,0,0,0,0,0,0,1,3
118,0,0,0,0,0,0,0,1
119,0,0,0,0,0,0,0,0
120,1,2,3,5,4,0,0,0
121,1,2,3,5,4,2,2,3
122,1,2,3,5,4,2,2,0
123,1,2,3,5,4,2,0,0
124,1,2,3,5,4,2,2,2
125,1,2,3,5,5,4,0,0
126,1,2,3,5,5,4,2,2
127,1,2,3,5,5,4,2,0
128,1,2,3,5,5,5,4,0
129,1,2,3,5,5,5,4,2
130,1,2,3,5,5,5,5,4
131,1,2,3,5,5,5,5,5
132,1,2,3,2,3,5,4,0
133,1,2,3,2,3,5,4,2
134,1,2,3,2,3,5,5,4
135,1,2,3,2,3,5,5,5
136,1,2,3,2,3,2,3,5
137,1,2,3,2,3,2,3,2
138,1,2,3,2,3,2,0,0
139,1,2,3,2,0,0,0,0
140,1,2,0,0,0,0,0,0
141,1,3,5,4,0,0,0,0
142,1,3,5,4,2,2,3,5
143,1,3,5,4,2,2,3,2
144,1,3,5,4,2,2,0,0
145,1,3,5,4,2,0,0,0
146,1,3,5,4,2,2,2,3
147,1,3,5,4,2,2,2,0
148,1,3,5,4,2,2,2,2
149,1,3,5,5,4,0,0,0
150,1,3,5,5,4,2,2,3
151,1,3,5,5,4,2,2,0
152,1,3,5,5,4,2,0,0
153,1,3,5,5,4,2,2,2
154,1,3,5,5,5,4,0,0
155,1,3,5,5,5,4,2,2
156,1,3,5,5,5,4,2,0
157,1,3,5,5,5,5,4,0
158,1,3,5,5,5,5,4,2
159,1,3,5,5,5,5,5,4
160,1,3,5,5,5,5,5,5
161,1,3,2,3,5,4,0,0
162,1,3,2,3,5,4,2,2
163,1,3,2,3,5,4,2,0
164,1,3,2,3,5,5,4,0
165,1,3,2,3,5,5,4,2
166,1,3,2,3,5,5,5,4
167,1,3,2,3,5,5,5,5
168,1,3,2,3,2,3,5,4
169,1,3,2,3,2,3,5,5
170,1,3,2,3,2,3,2,3
171,1,3,2,3,2,3,2,0
172,1,3,2,3,2,0,0,0
173,1,3,2,0,0,0,0,0
174,2,3,5,4,0,0,0,0
175,2,3,5,4,2,2,3,5
176,2,3,5,4,2,2,3,2
177,2,3,5,4,2,2,0,0
178,2,3,5,4,2,0,0,0
179,2,3,5,4,2,2,2,3
180,2,3,5,4,2,2,2,0
181,2,3,5,4,2,2,2,2
182,2,3,5,5,4,0,0,0
183,2,3,5,5,4,2,2,3
184,2,3,5,5,4,2,2,0
185,2,3,5,5,4,2,0,0
