,0,1,2,3,4,5,6,7
0,0,1,0,1,0,1,0,1
1,0,1,0,1,0,1,0,0
2,0,1,0,1,0,1,2,1
3,0,1,0,1,0,1,2,0
4,0,1,0,1,0,1,2,2
5,0,1,0,1,0,1,1,0
6,0,1,0,1,0,1,1,2
7,0,1,0,1,0,1,1,1
8,0,1,0,1,0,0,1,0
9,0,1,0,1,0,0,1,2
10,0,1,0,1,0,0,1,1
11,0,1,0,1,0,0,0,1
12,0,1,0,1,0,0,0,0
13,0,1,0,1,2,1,0,1
14,0,1,0,1,2,1,0,0
15,0,1,0,1,2,1,2,1
16,0,1,0,1,2,1,2,0
17,0,1,0,1,2,1,2,2
18,0,1,0,1,2,1,1,0
19,0,1,0,1,2,1,1,2
20,0,1,0,1,2,1,1,1
21,0,1,0,1,2,0,1,0
22,0,1,0,1,2,0,1,2
23,0,1,0,1,2,0,1,1
24,0,1,0,1,2,0,0,1
25,0,1,0,1,2,0,0,0
26,0,1,0,1,2,2,1,0
27,0,1,0,1,2,2,1,2
28,0,1,0,1,2,2,1,1
29,0,1,0,1,2,2,0,1
30,0,1,0,1,2,2,0,0
31,0,1,0,1,2,2,2,1
32,0,1,0,1,2,2,2,0
33,0,1,0,1,2,2,2,2
34,0,1,0,1,1,0,1,0
35,0,1,0,1,1,0,1,2
36,0,1,0,1,1,0,1,1
37,0,1,0,1,1,0,0,1
38,0,1,0,1,1,0,0,0
39,0,1,0,1,1,2,1,0
40,0,1,0,1,1,2,1,2
41,0,1,0,1,1,2,1,1
42,0,1,0,1,1,2,0,1
43,0,1,0,1,1,2,0,0
44,0,1,0,1,1,2,2,1
45,0,1,0,1,1,2,2,0
46,0,1,0,1,1,2,2,2
47,0,1,0,1,1,1,0,1
48,0,1,0,1,1,1,0,0
49,0,1,0,1,1,1,2,1
50,0,1,0,1,1,1,2,0
51,0,1,0,1,1,1,2,2
52,0,1,0,1,1,1,1,0
53,0,1,0,1,1,1,1,2
54,0,1,0,1,1,1,1,1
55,0,1,0,0,1,0,1,0
56,0,1,0,0,1,0,1,2
57,0,1,0,0,1,0,1,1
58,0,1,0,0,1,0,0,1
59,0,1,0,0,1,0,0,0
60,0,1,0,0,1,2,1,0
61,0,1,0,0,1,2,1,2
62,0,1,0,0,1,2,1,1
63,0,1,0,0,1,2,0,1
64,0,1,0,0,1,2,0,0
65,0,1,0,0,1,2,2,1
66,0,1,0,0,1,2,2,0
67,0,1,0,0,1,2,2,2
68,0,1,0,0,1,1,0,1
69,0,1,0,0,1,1,0,0
70,0,1,0,0,1,1,2,1
71,0,1,0,0,1,1,2,0
72,0,1,0,0,1,1,2,2
73,0,1,0,0,1,1,1,0
74,0,1,0,0,1,1,1,2
75,0,1,0,0,1,1,1,1
76,0,1,0,0,0,1,0,1
77,0,1,0,0,0,1,0,0
78,0,1,0,0,0,1,2,1
79,0,1,0,0,0,1,2,0
80,0,1,0,0,0,1,2,2
81,0,1,0,0,0,1,1,0
82,0,1,0,0,0,1,1,2
83,0,1,0,0,0,1,1,1
84,0,1,0,0,0,0,1,0
85,0,1,0,0,0,0,1,2
86,0,1,0,0,0,0,1,1
87,0,1,0,0,0,0,0,1
88,0,1,0,0,0,0,0,0
89,0,1,2,1,0,1,0,1
90,0,1,2,1,0,1,0,0
91,0,1,2,1,0,1,2,1
92,0,1,2,1,0,1,2,0
93,0,1,2,1,0,1,2,2
94,0,1,2,1,0,1,1,0
95,0,1,2,1,0,1,1,2
96,0,1,2,1,0,1,1,1
97,0,1,2,1,0,0,1,0
98,0,1,2,1,0,0,1,2
99,0,1,2,1,0,0,1,1
100,0,1,2,1,0,0,0,1
101,0,1,2,1,0,0,0,0
102,0,1,2,1,2,1,0,1
103,0,1,2,1,2,1,0,0
104,0,1,2,1,2,1,2,1
105,0,1,2,1,2,1,2,0
106,0,1,2,1,2,1,2,2
107,0,1,2,1,2,1,1,0
108,0,1,2,1,2,1,1,2
109,0,1,2,1,2,1,1,1
110,0,1,2,1,2,0,1,0
