,0,1,2
0,2,1,2
1,0,1,0
2,2,1,0
3,0,1,2
4,1,0,0
5,0,1,1
6,2,1,1
7,3,3,3
8,2,0,0
9,1,2,0
10,0,0,0
11,1,2,2
12,1,2,1
13,0,0,1
