,0,1,2,3,4,5,6,7,8,9,10,11
111,0,1,0,0,0,1,1,2,2,2,1,0
112,0,1,0,0,0,1,1,2,2,2,1,2
113,0,1,0,0,0,1,1,2,2,2,1,1
114,0,1,0,0,0,1,1,2,2,2,0,0
115,0,1,0,0,0,1,1,2,2,2,2,1
116,0,1,0,0,0,1,1,2,2,2,2,0
117,0,1,0,0,0,1,1,2,2,2,2,2
118,0,1,0,0,0,1,1,1,0,0,0,1
119,0,1,0,0,0,1,1,1,0,0,0,0
120,0,1,0,0,0,1,1,1,2,1,0,0
121,0,1,0,0,0,1,1,1,2,1,2,1
122,0,1,0,0,0,1,1,1,2,1,2,0
123,0,1,0,0,0,1,1,1,2,1,2,2
124,0,1,0,0,0,1,1,1,2,1,1,0
125,0,1,0,0,0,1,1,1,2,1,1,2
126,0,1,0,0,0,1,1,1,2,1,1,1
127,0,1,0,0,0,1,1,1,2,0,0,0
128,0,1,0,0,0,1,1,1,2,2,1,0
129,0,1,0,0,0,1,1,1,2,2,1,2
130,0,1,0,0,0,1,1,1,2,2,1,1
131,0,1,0,0,0,1,1,1,2,2,0,0
132,0,1,0,0,0,1,1,1,2,2,2,1
133,0,1,0,0,0,1,1,1,2,2,2,0
134,0,1,0,0,0,1,1,1,2,2,2,2
135,0,1,0,0,0,1,1,1,1,0,0,0
136,0,1,0,0,0,1,1,1,1,2,1,0
137,0,1,0,0,0,1,1,1,1,2,1,2
138,0,1,0,0,0,1,1,1,1,2,1,1
139,0,1,0,0,0,1,1,1,1,2,0,0
140,0,1,0,0,0,1,1,1,1,2,2,1
141,0,1,0,0,0,1,1,1,1,2,2,0
142,0,1,0,0,0,1,1,1,1,2,2,2
143,0,1,0,0,0,1,1,1,1,1,0,0
144,0,1,0,0,0,1,1,1,1,1,2,1
145,0,1,0,0,0,1,1,1,1,1,2,0
146,0,1,0,0,0,1,1,1,1,1,2,2
147,0,1,0,0,0,1,1,1,1,1,1,0
148,0,1,0,0,0,1,1,1,1,1,1,2
149,0,1,0,0,0,1,1,1,1,1,1,1
150,0,1,0,0,0,0,1,0,0,0,1,0
151,0,1,0,0,0,0,1,0,0,0,1,2
152,0,1,0,0,0,0,1,0,0,0,1,1
153,0,1,0,0,0,0,1,0,0,0,0,1
154,0,1,0,0,0,0,1,0,0,0,0,0
155,0,1,0,0,0,0,1,2,1,0,0,0
156,0,1,0,0,0,0,1,2,1,2,1,0
157,0,1,0,0,0,0,1,2,1,2,1,2
158,0,1,0,0,0,0,1,2,1,2,1,1
159,0,1,0,0,0,0,1,2,1,2,0,0
160,0,1,0,0,0,0,1,2,1,2,2,1
161,0,1,0,0,0,0,1,2,1,2,2,0
162,0,1,0,0,0,0,1,2,1,2,2,2
163,0,1,0,0,0,0,1,2,1,1,0,0
164,0,1,0,0,0,0,1,2,1,1,2,1
165,0,1,0,0,0,0,1,2,1,1,2,0
166,0,1,0,0,0,0,1,2,1,1,2,2
167,0,1,0,0,0,0,1,2,1,1,1,0
168,0,1,0,0,0,0,1,2,1,1,1,2
169,0,1,0,0,0,0,1,2,1,1,1,1
170,0,1,0,0,0,0,1,2,0,0,0,1
171,0,1,0,0,0,0,1,2,0,0,0,0
172,0,1,0,0,0,0,1,2,2,1,0,0
173,0,1,0,0,0,0,1,2,2,1,2,1
174,0,1,0,0,0,0,1,2,2,1,2,0
175,0,1,0,0,0,0,1,2,2,1,2,2
176,0,1,0,0,0,0,1,2,2,1,1,0
177,0,1,0,0,0,0,1,2,2,1,1,2
178,0,1,0,0,0,0,1,2,2,1,1,1
179,0,1,0,0,0,0,1,2,2,0,0,0
180,0,1,0,0,0,0,1,2,2,2,1,0
181,0,1,0,0,0,0,1,2,2,2,1,2
182,0,1,0,0,0,0,1,2,2,2,1,1
183,0,1,0,0,0,0,1,2,2,2,0,0
184,0,1,0,0,0,0,1,2,2,2,2,1
185,0,1,0,0,0,0,1,2,2,2,2,0
186,0,1,0,0,0,0,1,2,2,2,2,2
187,0,1,0,0,0,0,1,1,0,0,0,1
188,0,1,0,0,0,0,1,1,0,0,0,0
189,0,1,0,0,0,0,1,1,2,1,0,0
190,0,1,0,0,0,0,1,1,2,1,2,1
191,0,1,0,0,0,0,1,1,2,1,2,0
192,0,1,0,0,0,0,1,1,2,1,2,2
193,0,1,0,0,0,0,1,1,2,1,1,0
194,0,1,0,0,0,0,1,1,2,1,1,2
195,0,1,0,0,0,0,1,1,2,1,1,1
196,0,1,0,0,0,0,1,1,2,0,0,0
197,0,1,0,0,0,0,1,1,2,2,1,0
198,0,1,0,0,0,0,1,1,2,2,1,2
199,0,1,0,0,0,0,1,1,2,2,1,1
200,0,1,0,0,0,0,1,1,2,2,0,0
201,0,1,0,0,0,0,1,1,2,2,2,1
202,0,1,0,0,0,0,1,1,2,2,2,0
203,0,1,0,0,0,0,1,1,2,2,2,2
204,0,1,0,0,0,0,1,1,1,0,0,0
205,0,1,0,0,0,0,1,1,1,2,1,0
206,0,1,0,0,0,0,1,1,1,2,1,2
207,0,1,0,0,0,0,1,1,1,2,1,1
208,0,1,0,0,0,0,1,1,1,2,0,0
209,0,1,0,0,0,0,1,1,1,2,2,1
210,0,1,0,0,0,0,1,1,1,2,2,0
211,0,1,0,0,0,0,1,1,1,2,2,2
212,0,1,0,0,0,0,1,1,1,1,0,0
213,0,1,0,0,0,0,1,1,1,1,2,1
214,0,1,0,0,0,0,1,1,1,1,2,0
215,0,1,0,0,0,0,1,1,1,1,2,2
216,0,1,0,0,0,0,1,1,1,1,1,0
217,0,1,0,0,0,0,1,1,1,1,1,2
218,0,1,0,0,0,0,1,1,1,1,1,1
219,0,1,0,0,0,0,0,1,0,0,0,1
220,0,1,0,0,0,0,0,1,0,0,0,0
221,0,1,0,0,0,0,0,1,2,1,0,0
222,0,1,0,0,0,0,0,1,2,1,2,1
223,0,1,0,0,0,0,0,1,2,1,2,0
224,0,1,0,0,0,0,0,1,2,1,2,2
225,0,1,0,0,0,0,0,1,2,1,1,0
226,0,1,0,0,0,0,0,1,2,1,1,2
227,0,1,0,0,0,0,0,1,2,1,1,1
228,0,1,0,0,0,0,0,1,2,0,0,0
229,0,1,0,0,0,0,0,1,2,2,1,0
230,0,1,0,0,0,0,0,1,2,2,1,2
231,0,1,0,0,0,0,0,1,2,2,1,1
232,0,1,0,0,0,0,0,1,2,2,0,0
233,0,1,0,0,0,0,0,1,2,2,2,1
234,0,1,0,0,0,0,0,1,2,2,2,0
235,0,1,0,0,0,0,0,1,2,2,2,2
236,0,1,0,0,0,0,0,1,1,0,0,0
237,0,1,0,0,0,0,0,1,1,2,1,0
238,0,1,0,0,0,0,0,1,1,2,1,2
239,0,1,0,0,0,0,0,1,1,2,1,1
240,0,1,0,0,0,0,0,1,1,2,0,0
241,0,1,0,0,0,0,0,1,1,2,2,1
242,0,1,0,0,0,0,0,1,1,2,2,0
243,0,1,0,0,0,0,0,1,1,2,2,2
244,0,1,0,0,0,0,0,1,1,1,0,0
245,0,1,0,0,0,0,0,1,1,1,2,1
246,0,1,0,0,0,0,0,1,1,1,2,0
247,0,1,0,0,0,0,0,1,1,1,2,2
248,0,1,0,0,0,0,0,1,1,1,1,0
249,0,1,0,0,0,0,0,1,1,1,1,2
250,0,1,0,0,0,0,0,1,1,1,1,1
251,0,1,0,0,0,0,0,0,1,0,0,0
252,0,1,0,0,0,0,0,0,1,2,1,0
253,0,1,0,0,0,0,0,0,1,2,1,2
254,0,1,0,0,0,0,0,0,1,2,1,1
255,0,1,0,0,0,0,0,0,1,2,0,0
256,0,1,0,0,0,0,0,0,1,2,2,1
257,0,1,0,0,0,0,0,0,1,2,2,0
258,0,1,0,0,0,0,0,0,1,2,2,2
259,0,1,0,0,0,0,0,0,1,1,0,0
260,0,1,0,0,0,0,0,0,1,1,2,1
261,0,1,0,0,0,0,0,0,1,1,2,0
262,0,1,0,0,0,0,0,0,1,1,2,2
263,0,1,0,0,0,0,0,0,1,1,1,0
264,0,1,0,0,0,0,0,0,1,1,1,2
265,0,1,0,0,0,0,0,0,1,1,1,1
266,0,1,0,0,0,0,0,0,0,1,0,0
267,0,1,0,0,0,0,0,0,0,1,2,1
268,0,1,0,0,0,0,0,0,0,1,2,0
269,0,1,0,0,0,0,0,0,0,1,2,2
270,0,1,0,0,0,0,0,0,0,1,1,0
271,0,1,0,0,0,0,0,0,0,1,1,2
272,0,1,0,0,0,0,0,0,0,1,1,1
273,0,1,0,0,0,0,0,0,0,0,1,0
274,0,1,0,0,0,0,0,0,0,0,1,2
275,0,1,0,0,0,0,0,0,0,0,1,1
276,0,1,0,0,0,0,0,0,0,0,0,1
277,0,1,0,0,0,0,0,0,0,0,0,0
278,0,1,2,1,0,0,0,1,0,0,0,1
279,0,1,2,1,0,0,0,1,0,0,0,0
280,0,1,2,1,0,0,0,1,2,1,0,0
281,0,1,2,1,0,0,0,1,2,1,2,1
282,0,1,2,1,0,0,0,1,2,1,2,0
283,0,1,2,1,0,0,0,1,2,1,2,2
284,0,1,2,1,0,0,0,1,2,1,1,0
285,0,1,2,1,0,0,0,1,2,1,1,2
286,0,1,2,1,0,0,0,1,2,1,1,1
287,0,1,2,1,0,0,0,1,2,0,0,0
288,0,1,2,1,0,0,0,1,2,2,1,0
289,0,1,2,1,0,0,0,1,2,2,1,2
290,0,1,2,1,0,0,0,1,2,2,1,1
291,0,1,2,1,0,0,0,1,2,2,0,0
292,0,1,2,1,0,0,0,1,2,2,2,1
293,0,1,2,1,0,0,0,1,2,2,2,0
294,0,1,2,1,0,0,0,1,2,2,2,2
295,0,1,2,1,0,0,0,1,1,0,0,0
296,0,1,2,1,0,0,0,1,1,2,1,0
297,0,1,2,1,0,0,0,1,1,2,1,2
298,0,1,2,1,0,0,0,1,1,2,1,1
299,0,1,2,1,0,0,0,1,1,2,0,0
300,0,1,2,1,0,0,0,1,1,2,2,1
301,0,1,2,1,0,0,0,1,1,2,2,0
302,0,1,2,1,0,0,0,1,1,2,2,2
303,0,1,2,1,0,0,0,1,1,1,0,0
304,0,1,2,1,0,0,0,1,1,1,2,1
305,0,1,2,1,0,0,0,1,1,1,2,0
306,0,1,2,1,0,0,0,1,1,1,2,2
307,0,1,2,1,0,0,0,1,1,1,1,0
308,0,1,2,1,0,0,0,1,1,1,1,2
309,0,1,2,1,0,0,0,1,1,1,1,1
310,0,1,2,1,0,0,0,0,1,0,0,0
311,0,1,2,1,0,0,0,0,1,2,1,0
312,0,1,2,1,0,0,0,0,1,2,1,2
313,0,1,2,1,0,0,0,0,1,2,1,1
314,0,1,2,1,0,0,0,0,1,2,0,0
315,0,1,2,1,0,0,0,0,1,2,2,1
316,0,1,2,1,0,0,0,0,1,2,2,0
317,0,1,2,1,0,0,0,0,1,2,2,2
318,0,1,2,1,0,0,0,0,1,1,0,0
319,0,1,2,1,0,0,0,0,1,1,2,1
320,0,1,2,1,0,0,0,0,1,1,2,0
321,0,1,2,1,0,0,0,0,1,1,2,2
322,0,1,2,1,0,0,0,0,1,1,1,0
323,0,1,2,1,0,0,0,0,1,1,1,2
324,0,1,2,1,0,0,0,0,1,1,1,1
325,0,1,2,1,0,0,0,0,0,1,0,0
326,0,1,2,1,0,0,0,0,0,1,2,1
327,0,1,2,1,0,0,0,0,0,1,2,0
328,0,1,2,1,0,0,0,0,0,1,2,2
329,0,1,2,1,0,0,0,0,0,1,1,0
330,0,1,2,1,0,0,0,0,0,1,1,2
331,0,1,2,1,0,0,0,0,0,1,1,1
332,0,1,2,1,0,0,0,0,0,0,1,0
333,0,1,2,1,0,0,0,0,0,0,1,2
334,0,1,2,1,0,0,0,0,0,0,1,1
335,0,1,2,1,0,0,0,0,0,0,0,1
336,0,1,2,1,0,0,0,0,0,0,0,0
337,0,1,2,1,2,1,0,0,0,1,0,0
338,0,1,2,1,2,1,0,0,0,1,2,1
339,0,1,2,1,2,1,0,0,0,1,2,0
340,0,1,2,1,2,1,0,0,0,1,2,2
341,0,1,2,1,2,1,0,0,0,1,1,0
342,0,1,2,1,2,1,0,0,0,1,1,2
343,0,1,2,1,2,1,0,0,0,1,1,1
344,0,1,2,1,2,1,0,0,0,0,1,0
345,0,1,2,1,2,1,0,0,0,0,1,2
346,0,1,2,1,2,1,0,0,0,0,1,1
347,0,1,2,1,2,1,0,0,0,0,0,1
348,0,1,2,1,2,1,0,0,0,0,0,0
349,0,1,2,1,2,1,2,1,0,0,0,1
350,0,1,2,1,2,1,2,1,0,0,0,0
351,0,1,2,1,2,1,2,1,2,1,0,0
352,0,1,2,1,2,1,2,1,2,1,2,1
353,0,1,2,1,2,1,2,1,2,1,2,0
354,0,1,2,1,2,1,2,1,2,1,2,2
355,0,1,2,1,2,1,2,1,2,1,1,0
356,0,1,2,1,2,1,2,1,2,1,1,2
357,0,1,2,1,2,1,2,1,2,1,1,1
358,0,1,2,1,2,1,2,1,2,0,0,0
359,0,1,2,1,2,1,2,1,2,2,1,0
360,0,1,2,1,2,1,2,1,2,2,1,2
361,0,1,2,1,2,1,2,1,2,2,1,1
362,0,1,2,1,2,1,2,1,2,2,0,0
363,0,1,2,1,2,1,2,1,2,2,2,1
364,0,1,2,1,2,1,2,1,2,2,2,0
365,0,1,2,1,2,1,2,1,2,2,2,2
366,0,1,2,1,2,1,2,1,1,0,0,0
367,0,1,2,1,2,1,2,1,1,2,1,0
368,0,1,2,1,2,1,2,1,1,2,1,2
369,0,1,2,1,2,1,2,1,1,2,1,1
370,0,1,2,1,2,1,2,1,1,2,0,0
371,0,1,2,1,2,1,2,1,1,2,2,1
372,0,1,2,1,2,1,2,1,1,2,2,0
373,0,1,2,1,2,1,2,1,1,2,2,2
374,0,1,2,1,2,1,2,1,1,1,0,0
375,0,1,2,1,2,1,2,1,1,1,2,1
376,0,1,2,1,2,1,2,1,1,1,2,0
377,0,1,2,1,2,1,2,1,1,1,2,2
378,0,1,2,1,2,1,2,1,1,1,1,0
379,0,1,2,1,2,1,2,1,1,1,1,2
380,0,1,2,1,2,1,2,1,1,1,1,1
381,0,1,2,1,2,1,2,0,0,0,1,0
382,0,1,2,1,2,1,2,0,0,0,1,2
383,0,1,2,1,2,1,2,0,0,0,1,1
384,0,1,2,1,2,1,2,0,0,0,0,1
385,0,1,2,1,2,1,2,0,0,0,0,0
386,0,1,2,1,2,1,2,2,1,0,0,0
387,0,1,2,1,2,1,2,2,1,2,1,0
388,0,1,2,1,2,1,2,2,1,2,1,2
389,0,1,2,1,2,1,2,2,1,2,1,1
390,0,1,2,1,2,1,2,2,1,2,0,0
391,0,1,2,1,2,1,2,2,1,2,2,1
392,0,1,2,1,2,1,2,2,1,2,2,0
393,0,1,2,1,2,1,2,2,1,2,2,2
394,0,1,2,1,2,1,2,2,1,1,0,0
395,0,1,2,1,2,1,2,2,1,1,2,1
396,0,1,2,1,2,1,2,2,1,1,2,0
397,0,1,2,1,2,1,2,2,1,1,2,2
398,0,1,2,1,2,1,2,2,1,1,1,0
399,0,1,2,1,2,1,2,2,1,1,1,2
400,0,1,2,1,2,1,2,2,1,1,1,1
401,0,1,2,1,2,1,2,2,0,0,0,1
402,0,1,2,1,2,1,2,2,0,0,0,0
403,0,1,2,1,2,1,2,2,2,1,0,0
404,0,1,2,1,2,1,2,2,2,1,2,1
405,0,1,2,1,2,1,2,2,2,1,2,0
406,0,1,2,1,2,1,2,2,2,1,2,2
407,0,1,2,1,2,1,2,2,2,1,1,0
408,0,1,2,1,2,1,2,2,2,1,1,2
409,0,1,2,1,2,1,2,2,2,1,1,1
410,0,1,2,1,2,1,2,2,2,0,0,0
411,0,1,2,1,2,1,2,2,2,2,1,0
412,0,1,2,1,2,1,2,2,2,2,1,2
413,0,1,2,1,2,1,2,2,2,2,1,1
414,0,1,2,1,2,1,2,2,2,2,0,0
415,0,1,2,1,2,1,2,2,2,2,2,1
416,0,1,2,1,2,1,2,2,2,2,2,0
417,0,1,2,1,2,1,2,2,2,2,2,2
418,0,1,2,1,2,1,1,0,0,0,1,0
419,0,1,2,1,2,1,1,0,0,0,1,2
420,0,1,2,1,2,1,1,0,0,0,1,1
421,0,1,2,1,2,1,1,0,0,0,0,1
422,0,1,2,1,2,1,1,0,0,0,0,0
423,0,1,2,1,2,1,1,2,1,0,0,0
424,0,1,2,1,2,1,1,2,1,2,1,0
425,0,1,2,1,2,1,1,2,1,2,1,2
426,0,1,2,1,2,1,1,2,1,2,1,1
427,0,1,2,1,2,1,1,2,1,2,0,0
428,0,1,2,1,2,1,1,2,1,2,2,1
429,0,1,2,1,2,1,1,2,1,2,2,0
430,0,1,2,1,2,1,1,2,1,2,2,2
431,0,1,2,1,2,1,1,2,1,1,0,0
432,0,1,2,1,2,1,1,2,1,1,2,1
433,0,1,2,1,2,1,1,2,1,1,2,0
434,0,1,2,1,2,1,1,2,1,1,2,2
435,0,1,2,1,2,1,1,2,1,1,1,0
436,0,1,2,1,2,1,1,2,1,1,1,2
437,0,1,2,1,2,1,1,2,1,1,1,1
438,0,1,2,1,2,1,1,2,0,0,0,1
439,0,1,2,1,2,1,1,2,0,0,0,0
440,0,1,2,1,2,1,1,2,2,1,0,0
441,0,1,2,1,2,1,1,2,2,1,2,1
442,0,1,2,1,2,1,1,2,2,1,2,0
443,0,1,2,1,2,1,1,2,2,1,2,2
444,0,1,2,1,2,1,1,2,2,1,1,0
445,0,1,2,1,2,1,1,2,2,1,1,2
446,0,1,2,1,2,1,1,2,2,1,1,1
447,0,1,2,1,2,1,1,2,2,0,0,0
448,0,1,2,1,2,1,1,2,2,2,1,0
449,0,1,2,1,2,1,1,2,2,2,1,2
450,0,1,2,1,2,1,1,2,2,2,1,1
451,0,1,2,1,2,1,1,2,2,2,0,0
452,0,1,2,1,2,1,1,2,2,2,2,1
453,0,1,2,1,2,1,1,2,2,2,2,0
454,0,1,2,1,2,1,1,2,2,2,2,2
455,0,1,2,1,2,1,1,1,0,0,0,1
456,0,1,2,1,2,1,1,1,0,0,0,0
457,0,1,2,1,2,1,1,1,2,1,0,0
458,0,1,2,1,2,1,1,1,2,1,2,1
459,0,1,2,1,2,1,1,1,2,1,2,0
460,0,1,2,1,2,1,1,1,2,1,2,2
461,0,1,2,1,2,1,1,1,2,1,1,0
462,0,1,2,1,2,1,1,1,2,1,1,2
463,0,1,2,1,2,1,1,1,2,1,1,1
464,0,1,2,1,2,1,1,1,2,0,0,0
465,0,1,2,1,2,1,1,1,2,2,1,0
466,0,1,2,1,2,1,1,1,2,2,1,2
467,0,1,2,1,2,1,1,1,2,2,1,1
468,0,1,2,1,2,1,1,1,2,2,0,0
469,0,1,2,1,2,1,1,1,2,2,2,1
470,0,1,2,1,2,1,1,1,2,2,2,0
471,0,1,2,1,2,1,1,1,2,2,2,2
472,0,1,2,1,2,1,1,1,1,0,0,0
473,0,1,2,1,2,1,1,1,1,2,1,0
474,0,1,2,1,2,1,1,1,1,2,1,2
475,0,1,2,1,2,1,1,1,1,2,1,1
476,0,1,2,1,2,1,1,1,1,2,0,0
477,0,1,2,1,2,1,1,1,1,2,2,1
478,0,1,2,1,2,1,1,1,1,2,2,0
479,0,1,2,1,2,1,1,1,1,2,2,2
480,0,1,2,1,2,1,1,1,1,1,0,0
481,0,1,2,1,2,1,1,1,1,1,2,1
482,0,1,2,1,2,1,1,1,1,1,2,0
483,0,1,2,1,2,1,1,1,1,1,2,2
484,0,1,2,1,2,1,1,1,1,1,1,0
485,0,1,2,1,2,1,1,1,1,1,1,2
486,0,1,2,1,2,1,1,1,1,1,1,1
487,0,1,2,1,2,0,0,0,1,0,0,0
488,0,1,2,1,2,0,0,0,1,2,1,0
489,0,1,2,1,2,0,0,0,1,2,1,2
490,0,1,2,1,2,0,0,0,1,2,1,1
491,0,1,2,1,2,0,0,0,1,2,0,0
492,0,1,2,1,2,0,0,0,1,2,2,1
493,0,1,2,1,2,0,0,0,1,2,2,0
494,0,1,2,1,2,0,0,0,1,2,2,2
495,0,1,2,1,2,0,0,0,1,1,0,0
496,0,1,2,1,2,0,0,0,1,1,2,1
497,0,1,2,1,2,0,0,0,1,1,2,0
498,0,1,2,1,2,0,0,0,1,1,2,2
499,0,1,2,1,2,0,0,0,1,1,1,0
500,0,1,2,1,2,0,0,0,1,1,1,2
501,0,1,2,1,2,0,0,0,1,1,1,1
502,0,1,2,1,2,0,0,0,0,1,0,0
503,0,1,2,1,2,0,0,0,0,1,2,1
504,0,1,2,1,2,0,0,0,0,1,2,0
505,0,1,2,1,2,0,0,0,0,1,2,2
506,0,1,2,1,2,0,0,0,0,1,1,0
507,0,1,2,1,2,0,0,0,0,1,1,2
508,0,1,2,1,2,0,0,0,0,1,1,1
509,0,1,2,1,2,0,0,0,0,0,1,0
510,0,1,2,1,2,0,0,0,0,0,1,2
511,0,1,2,1,2,0,0,0,0,0,1,1
512,0,1,2,1,2,0,0,0,0,0,0,1
513,0,1,2,1,2,0,0,0,0,0,0,0
514,0,1,2,1,2,2,1,0,0,0,1,0
515,0,1,2,1,2,2,1,0,0,0,1,2
516,0,1,2,1,2,2,1,0,0,0,1,1
517,0,1,2,1,2,2,1,0,0,0,0,1
518,0,1,2,1,2,2,1,0,0,0,0,0
519,0,1,2,1,2,2,1,2,1,0,0,0
520,0,1,2,1,2,2,1,2,1,2,1,0
521,0,1,2,1,2,2,1,2,1,2,1,2
522,0,1,2,1,2,2,1,2,1,2,1,1
523,0,1,2,1,2,2,1,2,1,2,0,0
524,0,1,2,1,2,2,1,2,1,2,2,1
525,0,1,2,1,2,2,1,2,1,2,2,0
526,0,1,2,1,2,2,1,2,1,2,2,2
527,0,1,2,1,2,2,1,2,1,1,0,0
528,0,1,2,1,2,2,1,2,1,1,2,1
529,0,1,2,1,2,2,1,2,1,1,2,0
530,0,1,2,1,2,2,1,2,1,1,2,2
531,0,1,2,1,2,2,1,2,1,1,1,0
532,0,1,2,1,2,2,1,2,1,1,1,2
533,0,1,2,1,2,2,1,2,1,1,1,1
534,0,1,2,1,2,2,1,2,0,0,0,1
535,0,1,2,1,2,2,1,2,0,0,0,0
