,0,1,2
0,0,0,0
1,0,0,1
2,0,1,0
3,0,1,2
4,0,1,1
5,1,0,0
6,1,0,1
7,1,2,1
8,1,2,0
9,1,2,2
10,2,1,0
11,2,1,2
12,2,1,1
13,2,0,0
14,2,0,1
15,3,0,0
16,3,0,1
