,0,1,2,3,4,5,6,7
0,0,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,3
2,0,1,1,1,1,1,3,3
3,0,1,1,1,1,3,3,5
4,0,1,1,1,1,2,3,3
5,0,1,1,1,1,2,0,1
6,0,1,1,1,1,2,0,0
7,0,1,1,1,1,2,2,3
8,0,1,1,1,1,2,2,0
9,0,1,1,1,1,2,2,2
10,0,0,1,1,1,1,1,1
11,0,0,1,1,1,1,1,3
12,0,0,1,1,1,1,3,3
13,0,0,1,1,1,1,2,3
14,0,0,1,1,1,1,2,0
15,0,0,1,1,1,1,2,2
16,0,0,0,1,1,1,1,1
17,0,0,0,1,1,1,1,3
18,0,0,0,1,1,1,1,2
19,0,0,0,0,1,1,1,1
20,0,0,0,0,0,1,1,1
21,0,0,0,0,0,0,1,1
22,0,0,0,0,0,0,0,1
23,0,0,0,0,0,0,0,0
24,1,1,1,1,1,1,1,1
25,1,1,1,1,1,1,1,3
26,1,1,1,1,1,1,3,3
27,1,1,1,1,1,3,3,5
28,1,1,1,1,3,3,5,4
29,1,1,1,1,3,3,5,5
30,1,1,1,1,2,3,3,5
31,1,1,1,1,2,0,1,1
32,1,1,1,1,2,0,0,1
33,1,1,1,1,2,0,0,0
34,1,1,1,1,2,2,3,3
35,1,1,1,1,2,2,0,1
36,1,1,1,1,2,2,0,0
37,1,1,1,1,2,2,2,3
38,1,1,1,1,2,2,2,0
39,1,1,1,1,2,2,2,2
40,2,2,2,2,3,3,5,4
41,2,2,2,2,3,3,5,5
42,2,2,2,2,0,1,1,1
43,2,2,2,2,0,0,1,1
44,2,2,2,2,0,0,0,1
45,2,2,2,2,0,0,0,0
46,2,2,2,0,1,1,1,1
47,2,2,2,0,0,1,1,1
48,2,2,2,0,0,0,1,1
49,2,2,2,0,0,0,0,1
50,2,2,2,0,0,0,0,0
51,2,2,0,1,1,1,1,1
52,2,2,0,1,1,1,1,3
53,2,2,0,1,1,1,1,2
54,2,2,0,0,1,1,1,1
55,2,2,0,0,0,1,1,1
56,2,2,0,0,0,0,1,1
57,2,2,0,0,0,0,0,1
58,2,2,0,0,0,0,0,0
59,2,0,1,1,1,1,1,1
60,2,0,1,1,1,1,1,3
61,2,0,1,1,1,1,3,3
62,2,0,1,1,1,1,2,3
63,2,0,1,1,1,1,2,0
64,2,0,1,1,1,1,2,2
65,2,0,0,1,1,1,1,1
66,2,0,0,1,1,1,1,3
67,2,0,0,1,1,1,1,2
68,2,0,0,0,1,1,1,1
69,2,0,0,0,0,1,1,1
70,2,0,0,0,0,0,1,1
71,2,0,0,0,0,0,0,1
72,2,0,0,0,0,0,0,0
73,2,2,2,2,2,3,3,5
74,2,2,2,2,2,0,1,1
75,2,2,2,2,2,0,0,1
76,2,2,2,2,2,0,0,0
77,2,2,2,2,2,2,3,3
78,2,2,2,2,2,2,0,1
79,2,2,2,2,2,2,0,0
80,2,2,2,2,2,2,2,3
81,2,2,2,2,2,2,2,0
82,2,2,2,2,2,2,2,2
83,3,3,5,4,4,0,1,1
84,3,3,5,4,4,0,0,1
85,3,3,5,4,4,0,0,0
86,3,3,5,4,4,2,2,2
87,3,3,5,4,4,2,2,0
88,3,3,5,4,4,2,0,1
89,3,3,5,4,4,2,0,0
90,3,3,5,5,4,4,0,1
91,3,3,5,5,4,4,0,0
92,3,3,5,5,4,4,2,2
93,3,3,5,5,4,4,2,0
94,3,3,5,5,5,4,4,0
95,3,3,5,5,5,4,4,2
96,3,3,5,5,5,5,4,4
97,3,3,5,5,5,5,5,4
98,3,3,5,5,5,5,5,5
99,3,3,3,5,4,4,0,1
100,3,3,3,5,4,4,0,0
101,3,3,3,5,4,4,2,2
102,3,3,3,5,4,4,2,0
103,3,3,3,5,5,4,4,0
104,3,3,3,5,5,4,4,2
105,3,3,3,5,5,5,4,4
106,3,3,3,5,5,5,5,4
107,3,3,3,5,5,5,5,5
108,3,3,3,3,5,4,4,0
109,3,3,3,3,5,4,4,2
110,3,3,3,3,5,5,4,4
111,3,3,3,3,5,5,5,4
112,3,3,3,3,5,5,5,5
113,3,3,3,3,3,5,4,4
114,3,3,3,3,3,5,5,4
115,3,3,3,3,3,5,5,5
116,3,3,3,3,3,3,5,4
117,3,3,3,3,3,3,5,5
118,3,3,3,3,3,3,3,5
119,3,3,3,3,3,3,3,3
120,4,0,1,1,1,1,1,1
121,4,0,1,1,1,1,1,3
122,4,0,1,1,1,1,3,3
123,4,0,1,1,1,1,2,3
124,4,0,1,1,1,1,2,0
125,4,0,1,1,1,1,2,2
126,4,0,0,1,1,1,1,1
127,4,0,0,1,1,1,1,3
128,4,0,0,1,1,1,1,2
129,4,0,0,0,1,1,1,1
130,4,0,0,0,0,1,1,1
131,4,0,0,0,0,0,1,1
132,4,0,0,0,0,0,0,1
133,4,0,0,0,0,0,0,0
134,4,2,2,2,2,3,3,5
135,4,2,2,2,2,0,1,1
136,4,2,2,2,2,0,0,1
137,4,2,2,2,2,0,0,0
138,4,2,2,2,0,1,1,1
139,4,2,2,2,0,0,1,1
140,4,2,2,2,0,0,0,1
141,4,2,2,2,0,0,0,0
142,4,2,2,0,1,1,1,1
143,4,2,2,0,0,1,1,1
144,4,2,2,0,0,0,1,1
145,4,2,2,0,0,0,0,1
146,4,2,2,0,0,0,0,0
147,4,2,0,1,1,1,1,1
148,4,2,0,1,1,1,1,3
149,4,2,0,1,1,1,1,2
150,4,2,0,0,1,1,1,1
151,4,2,0,0,0,1,1,1
152,4,2,0,0,0,0,1,1
153,4,2,0,0,0,0,0,1
154,4,2,0,0,0,0,0,0
155,4,2,2,2,2,2,3,3
156,4,2,2,2,2,2,0,1
157,4,2,2,2,2,2,0,0
158,4,2,2,2,2,2,2,3
159,4,2,2,2,2,2,2,0
160,4,2,2,2,2,2,2,2
161,5,4,4,0,1,1,1,1
162,5,4,4,0,0,1,1,1
163,5,4,4,0,0,0,1,1
164,5,4,4,0,0,0,0,1
165,5,4,4,0,0,0,0,0
166,5,4,4,2,2,2,2,3
167,5,4,4,2,2,2,2,0
168,5,4,4,2,2,2,0,1
169,5,4,4,2,2,2,0,0
170,5,4,4,2,2,0,1,1
171,5,4,4,2,2,0,0,1
172,5,4,4,2,2,0,0,0
173,5,4,4,2,0,1,1,1
174,5,4,4,2,0,0,1,1
175,5,4,4,2,0,0,0,1
176,5,4,4,2,0,0,0,0
177,5,4,4,2,2,2,2,2
