,0,1,2
0,1,2,2
1,0,1,1
2,0,0,0
3,2,1,0
4,3,0,0
5,0,1,2
6,0,0,1
7,2,1,1
8,2,1,2
9,1,2,0
10,0,1,0
11,1,0,0
12,2,0,0
13,1,2,1
