,0,1,2,3,4
0,0,1,3,5,4
1,0,1,3,5,5
2,0,0,1,3,5
3,0,0,0,1,3
4,0,0,0,0,1
5,0,0,0,0,0
6,1,3,5,4,0
7,1,3,5,4,2
8,1,3,5,5,4
9,1,3,5,5,5
10,2,3,5,4,0
11,2,3,5,4,2
12,2,3,5,5,4
13,2,3,5,5,5
14,3,5,4,0,0
15,3,5,4,2,2
16,3,5,5,4,0
17,3,5,5,4,2
18,3,5,5,5,4
19,3,5,5,5,5
20,3,2,3,5,4
21,3,2,3,5,5
22,4,0,0,0,0
23,4,2,3,5,4
24,4,2,3,5,5
25,4,2,2,3,5
26,4,2,2,2,3
27,4,2,2,2,2
28,5,4,0,0,0
29,5,4,2,2,3
30,5,4,2,2,2
