,0,1,2
0,2,1,2
1,0,1,0
2,2,1,0
3,0,1,2
4,1,0,0
5,0,1,1
6,2,1,1
7,1,0,1
8,3,0,0
9,3,0,1
10,2,0,0
11,2,0,1
12,1,2,0
13,0,0,0
14,1,2,2
15,1,2,1
16,0,0,1
