,0,1,2,3,4,5,6,7,8,9
0,0,1,2,3,5,4,0,0,0,0
1,0,1,2,3,5,4,2,2,3,5
2,0,1,2,3,5,4,2,2,3,2
3,0,1,2,3,5,4,2,2,0,0
4,0,1,2,3,5,4,2,0,0,0
5,0,1,2,3,5,4,2,2,2,3
6,0,1,2,3,5,4,2,2,2,0
7,0,1,2,3,5,4,2,2,2,2
8,0,1,2,3,5,5,4,0,0,0
9,0,1,2,3,5,5,4,2,2,3
10,0,1,2,3,5,5,4,2,2,0
11,0,1,2,3,5,5,4,2,0,0
12,0,1,2,3,5,5,4,2,2,2
13,0,1,2,3,5,5,5,4,0,0
14,0,1,2,3,5,5,5,4,2,2
15,0,1,2,3,5,5,5,4,2,0
16,0,1,2,3,5,5,5,5,4,0
17,0,1,2,3,5,5,5,5,4,2
18,0,1,2,3,5,5,5,5,5,4
19,0,1,2,3,5,5,5,5,5,5
20,0,1,2,3,2,3,5,4,0,0
21,0,1,2,3,2,3,5,4,2,2
22,0,1,2,3,2,3,5,4,2,0
23,0,1,2,3,2,3,5,5,4,0
24,0,1,2,3,2,3,5,5,4,2
25,0,1,2,3,2,3,5,5,5,4
26,0,1,2,3,2,3,5,5,5,5
27,0,1,2,3,2,3,2,3,5,4
28,0,1,2,3,2,3,2,3,5,5
29,0,1,2,3,2,3,2,3,2,3
30,0,1,2,3,2,3,2,3,2,0
31,0,1,2,3,2,3,2,0,0,0
32,0,1,2,3,2,0,0,0,0,0
33,0,1,2,0,0,0,0,0,0,0
34,0,1,3,5,4,0,0,0,0,0
35,0,1,3,5,4,2,2,3,5,4
36,0,1,3,5,4,2,2,3,5,5
37,0,1,3,5,4,2,2,3,2,3
38,0,1,3,5,4,2,2,3,2,0
39,0,1,3,5,4,2,2,0,0,0
40,0,1,3,5,4,2,0,0,0,0
41,0,1,3,5,4,2,2,2,3,5
42,0,1,3,5,4,2,2,2,3,2
43,0,1,3,5,4,2,2,2,0,0
44,0,1,3,5,4,2,2,2,2,3
45,0,1,3,5,4,2,2,2,2,0
46,0,1,3,5,4,2,2,2,2,2
47,0,1,3,5,5,4,0,0,0,0
48,0,1,3,5,5,4,2,2,3,5
49,0,1,3,5,5,4,2,2,3,2
50,0,1,3,5,5,4,2,2,0,0
51,0,1,3,5,5,4,2,0,0,0
52,0,1,3,5,5,4,2,2,2,3
53,0,1,3,5,5,4,2,2,2,0
54,0,1,3,5,5,4,2,2,2,2
55,0,1,3,5,5,5,4,0,0,0
56,0,1,3,5,5,5,4,2,2,3
57,0,1,3,5,5,5,4,2,2,0
58,0,1,3,5,5,5,4,2,0,0
59,0,1,3,5,5,5,4,2,2,2
60,0,1,3,5,5,5,5,4,0,0
61,0,1,3,5,5,5,5,4,2,2
62,0,1,3,5,5,5,5,4,2,0
63,0,1,3,5,5,5,5,5,4,0
64,0,1,3,5,5,5,5,5,4,2
65,0,1,3,5,5,5,5,5,5,4
66,0,1,3,5,5,5,5,5,5,5
67,0,1,3,2,3,5,4,0,0,0
68,0,1,3,2,3,5,4,2,2,3
69,0,1,3,2,3,5,4,2,2,0
70,0,1,3,2,3,5,4,2,0,0
71,0,1,3,2,3,5,4,2,2,2
72,0,1,3,2,3,5,5,4,0,0
73,0,1,3,2,3,5,5,4,2,2
74,0,1,3,2,3,5,5,4,2,0
75,0,1,3,2,3,5,5,5,4,0
76,0,1,3,2,3,5,5,5,4,2
77,0,1,3,2,3,5,5,5,5,4
78,0,1,3,2,3,5,5,5,5,5
79,0,1,3,2,3,2,3,5,4,0
80,0,1,3,2,3,2,3,5,4,2
81,0,1,3,2,3,2,3,5,5,4
82,0,1,3,2,3,2,3,5,5,5
83,0,1,3,2,3,2,3,2,3,5
84,0,1,3,2,3,2,3,2,3,2
85,0,1,3,2,3,2,3,2,0,0
86,0,1,3,2,3,2,0,0,0,0
87,0,1,3,2,0,0,0,0,0,0
88,0,1,2,2,3,5,4,0,0,0
89,0,1,2,2,3,5,4,2,2,3
90,0,1,2,2,3,5,4,2,2,0
91,0,1,2,2,3,5,4,2,0,0
92,0,1,2,2,3,5,4,2,2,2
93,0,1,2,2,3,5,5,4,0,0
94,0,1,2,2,3,5,5,4,2,2
95,0,1,2,2,3,5,5,4,2,0
96,0,1,2,2,3,5,5,5,4,0
97,0,1,2,2,3,5,5,5,4,2
98,0,1,2,2,3,5,5,5,5,4
99,0,1,2,2,3,5,5,5,5,5
100,0,1,2,2,3,2,3,5,4,0
101,0,1,2,2,3,2,3,5,4,2
102,0,1,2,2,3,2,3,5,5,4
103,0,1,2,2,3,2,3,5,5,5
104,0,1,2,2,3,2,3,2,3,5
105,0,1,2,2,3,2,3,2,3,2
106,0,1,2,2,3,2,3,2,0,0
107,0,1,2,2,3,2,0,0,0,0
108,0,1,2,2,0,0,0,0,0,0
109,0,1,2,2,2,3,5,4,0,0
110,0,1,2,2,2,3,5,4,2,2
111,0,1,2,2,2,3,5,4,2,0
112,0,1,2,2,2,3,5,5,4,0
113,0,1,2,2,2,3,5,5,4,2
114,0,1,2,2,2,3,5,5,5,4
115,0,1,2,2,2,3,5,5,5,5
116,0,1,2,2,2,3,2,3,5,4
117,0,1,2,2,2,3,2,3,5,5
118,0,1,2,2,2,3,2,3,2,3
119,0,1,2,2,2,3,2,3,2,0
120,0,1,2,2,2,3,2,0,0,0
121,0,1,2,2,2,0,0,0,0,0
122,0,1,2,2,2,2,3,5,4,0
123,0,1,2,2,2,2,3,5,4,2
124,0,1,2,2,2,2,3,5,5,4
125,0,1,2,2,2,2,3,5,5,5
126,0,1,2,2,2,2,3,2,3,5
127,0,1,2,2,2,2,3,2,3,2
128,0,1,2,2,2,2,3,2,0,0
129,0,1,2,2,2,2,0,0,0,0
130,0,1,2,2,2,2,2,3,5,4
131,0,1,2,2,2,2,2,3,5,5
