,time,FT-AQU-100,SC-AQU-P102,IT-DES-001
0,2022-11-24 09:12:54,0.0086805559694767,0.0,
1,2022-11-24 09:12:55,0.0086805559694767,0.0,
2,2022-11-24 09:12:56,0.0086805559694767,0.0,
3,2022-11-24 09:12:57,0.0086805559694767,0.0,
4,2022-11-24 09:12:58,0.0086805559694767,0.0,
5,2022-11-24 09:12:59,0.0086805559694767,0.0,
6,2022-11-24 09:13:00,0.0086805559694767,0.0,
7,2022-11-24 09:13:01,0.0086805559694767,0.0,
8,2022-11-24 09:13:02,0.0086805559694767,0.0,
9,2022-11-24 09:13:03,0.0086805559694767,0.0,
10,2022-11-24 09:13:04,0.0086805559694767,0.0,
11,2022-11-24 09:13:05,0.0086805559694767,0.0,
12,2022-11-24 09:13:06,0.0086805559694767,0.0,
13,2022-11-24 09:13:07,0.0086805559694767,0.0,
14,2022-11-24 09:13:08,0.0086805559694767,0.0,
15,2022-11-24 09:13:09,0.0086805559694767,0.0,
16,2022-11-24 09:13:10,0.00922309048473835,0.0,
17,2022-11-24 09:13:11,0.0086805559694767,0.0,
18,2022-11-24 09:13:12,0.0086805559694767,0.0,
19,2022-11-24 09:13:13,0.0086805559694767,0.0,
20,2022-11-24 09:13:14,0.0086805559694767,0.0,
21,2022-11-24 09:13:15,0.0086805559694767,0.0,
22,2022-11-24 09:13:16,0.0086805559694767,0.0,
23,2022-11-24 09:13:17,0.0086805559694767,0.0,
24,2022-11-24 09:13:18,0.0086805559694767,0.0,
25,2022-11-24 09:13:19,0.0086805559694767,0.0,
26,2022-11-24 09:13:20,0.0086805559694767,0.0,
27,2022-11-24 09:13:21,0.00922309048473835,0.0,
28,2022-11-24 09:13:22,0.0086805559694767,0.0,
29,2022-11-24 09:13:23,0.00922309048473835,0.0,
30,2022-11-24 09:13:24,0.0086805559694767,0.0,0.12836456298828125
31,2022-11-24 09:13:25,0.0086805559694767,0.0,0.12836456298828125
32,2022-11-24 09:13:26,0.0086805559694767,0.0,0.127105712890625
33,2022-11-24 09:13:27,0.0086805559694767,0.0,0.126495361328125
34,2022-11-24 09:13:28,0.0086805559694767,0.0,0.125885009765625
35,2022-11-24 09:13:29,0.0086805559694767,0.0,0.124664306640625
36,2022-11-24 09:13:30,0.0086805559694767,0.0,0.12279510498046875
37,2022-11-24 09:13:31,0.0086805559694767,0.0,0.124664306640625
38,2022-11-24 09:13:32,0.0086805559694767,0.0,0.125274658203125
39,2022-11-24 09:13:33,0.0086805559694767,0.0,0.12218475341796875
40,2022-11-24 09:13:34,0.0086805559694767,0.0,0.12218475341796875
