,time,FT-DES-003,PK-MED-E01-pa,vfd_prod_power,PK-MED-E02-pa,FT-DES-002,vfd_sw_power,vfd_brine_power,PK-MED-E03-pa,vfd_sw_out_freq,FT-DES-005,FT-DES-002_VFD
418,2022-11-23 14:58:04,0.0121307373046875,12.0,0.0,7.0,-7.499990940093994,0.01979999989271164,0.0,1777.0,30.0,0.00093841552734375,10.870200157165527
419,2022-11-23 14:58:05,0.0121307373046875,12.0,0.0,8.0,-7.499972820281982,0.01979999989271164,0.0,1777.0,30.0,0.00106048583984375,10.870200157165527
420,2022-11-23 14:58:06,0.0121307373046875,12.0,0.0,8.0,-7.499990940093994,0.019899999722838402,0.0,1774.0,30.0,0.00093841552734375,10.946579933166504
421,2022-11-23 14:58:07,0.0121307373046875,12.0,0.0,8.0,-7.499927043914795,0.019899999722838402,0.0,1774.0,30.0,0.00093841552734375,10.946579933166504
422,2022-11-23 14:58:08,0.0121307373046875,12.0,0.0,8.0,-7.5,0.019700000062584877,0.0,1774.0,30.0,0.00093841552734375,11.02295970916748
423,2022-11-23 14:58:09,0.0121307373046875,12.0,0.0,8.0,-7.5,0.019700000062584877,0.0,1774.0,30.0,0.00093841552734375,11.02295970916748
424,2022-11-23 14:58:10,0.0121307373046875,12.0,0.0,7.0,-7.5,0.019600000232458115,0.0,1781.0,30.0,0.00093841552734375,10.946579933166504
425,2022-11-23 14:58:11,0.011806488037109375,12.0,0.0,7.0,-7.500009059906006,0.019600000232458115,0.0,1781.0,30.0,0.00093841552734375,10.946579933166504
426,2022-11-23 14:58:12,0.0121307373046875,12.0,0.0,7.0,-7.499972820281982,0.019500000402331352,0.0,1781.0,30.0,0.00106048583984375,10.908390045166016
427,2022-11-23 14:58:13,0.011806488037109375,13.0,0.0,8.0,-7.499990940093994,0.019500000402331352,0.0,1781.0,30.0,0.00093841552734375,10.908390045166016
428,2022-11-23 14:58:14,0.0121307373046875,13.0,0.0,8.0,-7.499963283538818,0.019500000402331352,0.0,1781.0,30.0,0.00106048583984375,10.908390045166016
429,2022-11-23 14:58:15,0.011806488037109375,13.0,0.0,8.0,-7.499981880187988,0.019899999722838402,0.0,1778.0,30.0,0.00093841552734375,10.908390045166016
430,2022-11-23 14:58:16,0.0121307373046875,13.0,0.0,8.0,-7.500009059906006,0.01940000057220459,0.0,1778.0,30.0,0.00118255615234375,10.946579933166504
431,2022-11-23 14:58:17,0.0121307373046875,13.0,0.0,8.0,-7.5,0.01940000057220459,0.0,1778.0,30.0,0.00093841552734375,10.908390045166016
432,2022-11-23 14:58:18,0.0121307373046875,12.0,0.0,7.0,-7.5,0.019700000062584877,0.0,1778.0,30.0,0.00106048583984375,10.908390045166016
433,2022-11-23 14:58:19,0.0121307373046875,12.0,0.0,7.0,-7.4999542236328125,0.019700000062584877,0.0,1778.0,30.0,0.00093841552734375,10.908390045166016
434,2022-11-23 14:58:20,0.011806488037109375,12.0,0.0,7.0,-7.5,0.019500000402331352,0.0,1778.0,30.0,0.00093841552734375,10.984769821166992
435,2022-11-23 14:58:21,0.0121307373046875,12.0,0.0,7.0,-7.499963283538818,0.019500000402331352,0.0,1778.0,30.0,0.00081634521484375,10.984769821166992
436,2022-11-23 14:58:22,0.011806488037109375,12.0,0.0,7.0,-7.499981880187988,0.019500000402331352,0.0,1782.0,30.0,0.00093841552734375,10.984769821166992
437,2022-11-23 14:58:23,0.0121307373046875,12.0,0.0,7.0,-7.499945163726807,0.019600000232458115,0.0,1782.0,30.0,0.00106048583984375,10.946579933166504
438,2022-11-23 14:58:24,0.011806488037109375,12.0,0.0,7.0,-7.499963283538818,0.019600000232458115,0.0,1782.0,30.0,0.00093841552734375,10.946579933166504
439,2022-11-23 14:58:25,0.0121307373046875,12.0,0.0,7.0,-7.499972820281982,0.019600000232458115,0.0,1782.0,30.0,0.00106048583984375,10.946579933166504
440,2022-11-23 14:58:26,0.0121307373046875,12.0,0.0,7.0,-7.4999542236328125,0.01979999989271164,0.0,1782.0,30.0,0.00093841552734375,10.870200157165527
441,2022-11-23 14:58:27,0.011806488037109375,12.0,0.0,7.0,-7.499990940093994,0.01979999989271164,0.0,1779.0,30.0,0.00081634521484375,10.870200157165527
442,2022-11-23 14:58:28,0.0124359130859375,12.0,0.0,7.0,-7.499990940093994,0.019700000062584877,0.0,1779.0,30.0,0.00093841552734375,10.908390045166016
443,2022-11-23 14:58:29,0.0121307373046875,12.0,0.0,7.0,-7.499963283538818,0.019700000062584877,0.0,1779.0,30.0,0.00106048583984375,10.908390045166016
444,2022-11-23 14:58:30,0.0121307373046875,12.0,0.0,7.0,-7.500018119812012,0.019899999722838402,0.0,1779.0,30.0,0.00106048583984375,10.908390045166016
445,2022-11-23 14:58:31,0.0121307373046875,12.0,0.0,7.0,-7.499981880187988,0.019899999722838402,0.0,1773.0,30.0,0.00106048583984375,10.908390045166016
446,2022-11-23 14:58:32,0.0121307373046875,12.0,0.0,7.0,-7.499972820281982,0.01979999989271164,0.0,1773.0,30.0,0.00093841552734375,10.908390045166016
447,2022-11-23 14:58:33,0.0121307373046875,12.0,0.0,7.0,-7.499963283538818,0.01979999989271164,0.0,1773.0,30.0,0.00093841552734375,10.984769821166992
448,2022-11-23 14:58:34,0.0121307373046875,13.0,0.0,7.0,-7.499990940093994,0.019700000062584877,0.0,1773.0,30.0,0.00093841552734375,10.984769821166992
449,2022-11-23 14:58:35,0.0121307373046875,13.0,0.0,7.0,-7.499936103820801,0.019700000062584877,0.0,1780.0,30.0,0.00106048583984375,10.984769821166992
450,2022-11-23 14:58:36,0.0121307373046875,13.0,0.0,7.0,-7.499972820281982,0.019600000232458115,0.0,1780.0,30.0,0.00093841552734375,10.984769821166992
451,2022-11-23 14:58:37,0.0121307373046875,13.0,0.0,7.0,-7.499927043914795,0.019600000232458115,0.0,1780.0,30.0,0.00093841552734375,10.984769821166992
452,2022-11-23 14:58:38,0.011806488037109375,13.0,0.0,7.0,-7.499990940093994,0.019200000911951065,0.0,1778.0,30.0,0.00106048583984375,10.908390045166016
453,2022-11-23 14:58:39,0.0121307373046875,13.0,0.0,7.0,-7.500009059906006,0.019200000911951065,0.0,1778.0,30.0,0.00106048583984375,10.908390045166016
454,2022-11-23 14:58:40,0.0121307373046875,13.0,0.0,7.0,-7.5,0.019300000742077827,0.0,1778.0,30.0,0.00106048583984375,10.832010269165039
455,2022-11-23 14:58:41,0.0121307373046875,13.0,0.0,7.0,-7.500018119812012,0.019300000742077827,0.0,1778.0,30.0,0.00093841552734375,10.832010269165039
456,2022-11-23 14:58:42,0.011806488037109375,13.0,0.0,7.0,-7.499972820281982,0.01940000057220459,0.0,1778.0,30.0,0.00106048583984375,10.908390045166016
457,2022-11-23 14:58:43,0.011806488037109375,13.0,0.0,8.0,-7.499990940093994,0.01940000057220459,0.0,1777.0,30.0,0.00093841552734375,10.870200157165527
458,2022-11-23 14:58:44,0.011806488037109375,13.0,0.0,8.0,-7.499963283538818,0.01940000057220459,0.0,1777.0,30.0,0.00093841552734375,10.870200157165527
459,2022-11-23 14:58:45,0.0121307373046875,13.0,0.0,8.0,-7.499945163726807,0.01940000057220459,0.0,1777.0,30.0,0.00106048583984375,10.870200157165527
460,2022-11-23 14:58:46,0.0121307373046875,13.0,0.0,8.0,-7.499945163726807,0.019700000062584877,0.0,1777.0,30.0,0.00093841552734375,10.870200157165527
461,2022-11-23 14:58:47,0.011806488037109375,13.0,0.0,8.0,-7.4999542236328125,0.019700000062584877,0.0,1775.0,30.0,0.00093841552734375,10.870200157165527
462,2022-11-23 14:58:48,0.011806488037109375,13.0,0.0,8.0,-7.499990940093994,0.019700000062584877,0.0,1775.0,30.0,0.00106048583984375,10.870200157165527
463,2022-11-23 14:58:49,0.6121253967285156,13.0,0.0,8.0,-7.499945163726807,0.019899999722838402,0.0,1775.0,30.0,0.00106048583984375,12.512370109558105
464,2022-11-23 14:58:50,1.7533111572265625,13.0,0.0,8.0,-7.499963283538818,0.020099999383091927,0.0,1775.0,30.0,0.00106048583984375,12.512370109558105
465,2022-11-23 14:58:51,3.0361557006835938,13.0,0.0,597.0,-7.5,0.020099999383091927,0.0,1789.0,30.0,0.00106048583984375,12.512370109558105
466,2022-11-23 14:58:52,4.254646301269531,13.0,0.0,597.0,-7.499963283538818,0.019700000062584877,0.0,1789.0,30.0,0.00106048583984375,12.62693977355957
467,2022-11-23 14:58:53,4.7394561767578125,13.0,0.0,597.0,-7.499972820281982,0.019700000062584877,0.0,1789.0,30.0,0.00093841552734375,12.62693977355957
468,2022-11-23 14:58:54,5.100440979003906,13.0,0.0,597.0,-7.499990940093994,0.01979999989271164,0.0,1789.0,30.0,0.00093841552734375,12.741510391235352
469,2022-11-23 14:58:55,5.466346740722656,13.0,0.0,584.0,-7.499972820281982,0.01979999989271164,0.0,1785.0,30.0,0.00093841552734375,12.741510391235352
470,2022-11-23 14:58:56,5.4364776611328125,13.0,0.0,584.0,-7.499972820281982,0.019700000062584877,0.0,1785.0,30.0,0.00093841552734375,12.665129661560059
471,2022-11-23 14:58:57,5.5208587646484375,13.0,0.0,584.0,-7.499972820281982,0.019700000062584877,0.0,1785.0,30.0,0.00106048583984375,12.665129661560059
472,2022-11-23 14:58:58,5.497474670410156,13.0,0.0,576.0,-7.500009059906006,0.01979999989271164,0.0,1785.0,30.0,0.00106048583984375,12.665129661560059
473,2022-11-23 14:58:59,5.529823303222656,13.0,0.0,576.0,-7.499990940093994,0.01979999989271164,0.0,1785.0,30.0,0.00106048583984375,12.665129661560059
474,2022-11-23 14:59:00,4.9402618408203125,13.0,0.0,576.0,-7.500009059906006,0.019500000402331352,0.0,1786.0,30.0,0.00106048583984375,12.665129661560059
475,2022-11-23 14:59:01,4.712982177734375,13.0,0.0,576.0,-7.499990940093994,0.019500000402331352,0.0,1786.0,30.0,0.00093841552734375,12.665129661560059
476,2022-11-23 14:59:02,4.461631774902344,13.0,0.0,576.0,-7.499990940093994,0.019500000402331352,0.0,1786.0,30.0,0.00106048583984375,12.665129661560059
477,2022-11-23 14:59:03,3.621673583984375,12.0,0.0,631.0,-7.499972820281982,0.01979999989271164,0.0,1788.0,30.0,0.00106048583984375,12.168660163879395
478,2022-11-23 14:59:04,1.7533111572265625,12.0,0.0,631.0,-7.499963283538818,0.019099999219179153,0.0,1788.0,30.0,0.00093841552734375,11.213910102844238
